user_id,age,gender,height_cm,weight_kg,fitness_level,experience_months,consistency,previous_training,goals,preferred_duration,preferred_frequency,preferred_style,preferred_exercises,equipment,available_time,schedule_flexibility,limitations,recovery_capacity,energy_levels,stress_levels,sleep_quality,motivation_type,enjoyment_factors,preferred_intensity,bmi,exp_bin,primary_goal
U000346,22,Female,176,52,Intermediate,47,4,CrossFit/Functional Fitness,"Athletic Performance,Endurance",45-60 min,4,Push/Pull/Legs,Machine-based exercises,Full Gym,45-60 min,2,None,5,3,3,3,Process-driven,Variety,5,16.8,25-60,Athletic Performance
U000347,20,Male,166,63,Beginner,0,1,Full Body,Strength,30-45 min,2,Full Body,Compound movements,Dumbbell Only,30-45 min,5,Back issues,4,4,1,4,Process-driven,"Social,Challenge",5,22.9,,Strength
U000348,27,Male,197,82,Beginner,1,3,Full Body,General Fitness,60-75 min,2,Full Body,Machine-based exercises,Dumbbell Only,60-90 min,2,None,3,1,2,2,Process-driven,Structure,2,21.1,0-6,General Fitness
U000349,26,Male,200,99,Intermediate,30,3,Push/Pull/Legs,"Athletic Performance,Endurance",60-75 min,3,Push/Pull/Legs,"Compound movements,Machine-based exercises,Isolation exercises",Full Gym,60-90 min,1,Wrist/elbow issues,1,2,4,2,Social,Achievement,4,24.8,25-60,Athletic Performance
U000350,30,Female,181,60,Intermediate,48,2,Sports-specific,Weight Loss,30-45 min,5,Push/Pull/Legs,"Free weights,Olympic lifts",Garage Gym,45-60 min,4,None,5,3,3,4,Process-driven,"Challenge,Achievement",4,18.3,25-60,Weight Loss
U000351,51,Male,186,90,Intermediate,32,2,Body Part Split,Strength,60-75 min,3,Body Part Split,Isolation exercises,Full Gym,45-60 min,2,None,2,2,3,2,Process-driven,Achievement,3,26.0,25-60,Strength
U000352,33,Female,163,63,Beginner,3,3,Full Body,Endurance,30-45 min,3,Full Body,"Free weights,Cardio",At Home,30-45 min,4,Back issues,3,4,5,3,Results-driven,"Social,Challenge",2,23.7,0-6,Endurance
U000353,42,Male,192,75,Advanced,47,5,Body Part Split,Athletic Performance,60-75 min,5,Body Part Split,"Machine-based exercises,Bodyweight exercises",Full Gym,60-90 min,2,Back issues,4,4,2,4,Social,Variety,3,20.3,25-60,Athletic Performance
U000354,20,Female,158,72,Beginner,3,1,Full Body,Weight Loss,30-45 min,4,Upper/Lower,"Olympic lifts,Isolation exercises,Machine-based exercises",Full Gym,30-45 min,3,Shoulder issues,2,4,3,2,Competition,"Challenge,Variety",1,28.8,0-6,Weight Loss
U000355,33,Female,176,89,Novice,5,3,CrossFit/Functional Fitness,"Hypertrophy,Athletic Performance",45-60 min,4,Upper/Lower,"Compound movements,Bodyweight exercises",Garage Gym,45-60 min,5,None,3,3,2,3,Process-driven,Variety,2,28.7,0-6,Hypertrophy
U000356,31,Male,172,87,Intermediate,32,4,Body Part Split,Strength,30-45 min,5,Push/Pull/Legs,"Bodyweight exercises,Machine-based exercises",Dumbbell Only,30-45 min,5,None,5,5,2,3,Process-driven,Social,5,29.4,25-60,Strength
U000357,50,Male,190,67,Beginner,1,3,None/Minimal,Strength,30-45 min,4,Full Body,"Cardio,Isolation exercises,Bodyweight exercises",Garage Gym,≤30 min,4,None,5,4,2,5,Process-driven,Social,4,18.6,0-6,Strength
U000358,55,Male,165,108,Advanced,85,4,Upper/Lower,Strength,60-75 min,4,Body Part Split,"Bodyweight exercises,Compound movements,Olympic lifts",Dumbbell Only,45-60 min,2,None,3,3,2,3,Competition,Social,4,39.7,61-120,Strength
U000359,40,Female,152,67,Beginner,4,3,Cardio-focused,General Fitness,30-45 min,3,Upper/Lower,"Bodyweight exercises,Olympic lifts",Dumbbell Only,≤30 min,1,None,3,5,4,3,Results-driven,Variety,1,29.0,0-6,General Fitness
U000360,57,Male,168,63,Beginner,5,1,Full Body,"Weight Loss,Strength",45-60 min,4,Full Body,"Machine-based exercises,Compound movements",At Home,45-60 min,3,Hip issues,2,2,4,2,Competition,Social,2,22.3,0-6,Weight Loss
U000361,45,Male,198,72,Intermediate,50,2,Push/Pull/Legs,Weight Loss,30-45 min,3,Push/Pull/Legs,"Bodyweight exercises,Free weights",Dumbbell Only,45-60 min,4,None,2,1,4,2,Competition,Variety,4,18.4,25-60,Weight Loss
U000362,46,Female,178,67,Advanced,56,5,Body Part Split,Strength,60-75 min,4,No preference,"Compound movements,Isolation exercises",Dumbbell Only,45-60 min,1,None,4,2,3,1,Process-driven,"Structure,Achievement",5,21.1,25-60,Strength
U000363,53,Female,165,75,Beginner,0,2,None/Minimal,Weight Loss,75-90 min,2,Full Body,Compound movements,Dumbbell Only,60-90 min,4,Back issues,1,1,3,2,Competition,Structure,3,27.5,,Weight Loss
U000364,31,Female,158,59,Beginner,6,3,None/Minimal,"Weight Loss,Athletic Performance",30-45 min,2,Full Body,Cardio,Full Gym,45-60 min,1,None,4,3,3,2,Process-driven,Variety,1,23.6,0-6,Weight Loss
U000365,56,Female,184,58,Beginner,3,2,Full Body,"Weight Loss,Strength",60-75 min,3,Full Body,Compound movements,At Home,45-60 min,3,None,3,3,3,2,Results-driven,Achievement,2,17.1,0-6,Weight Loss
U000366,42,Male,195,98,Novice,12,3,Upper/Lower,Hypertrophy,75-90 min,5,Push/Pull/Legs,"Olympic lifts,Isolation exercises,Machine-based exercises",Full Gym,90+ min,1,Wrist/elbow issues,2,3,3,3,Social,Challenge,2,25.8,7-24,Hypertrophy
U000367,27,Male,179,75,Beginner,3,2,None/Minimal,Weight Loss,60-75 min,2,Upper/Lower,"Bodyweight exercises,Olympic lifts,Cardio",Dumbbell Only,60-90 min,3,None,1,1,5,2,Results-driven,"Achievement,Challenge",3,23.4,0-6,Weight Loss
U000368,56,Male,190,96,Novice,14,4,CrossFit/Functional Fitness,Strength,30-45 min,2,No preference,"Free weights,Bodyweight exercises",At Home,30-45 min,4,Wrist/elbow issues,3,1,3,3,Results-driven,Achievement,3,26.6,7-24,Strength
U000369,54,Male,190,87,Novice,12,1,Sports-specific,General Fitness,45-60 min,3,Full Body,"Olympic lifts,Machine-based exercises",Full Gym,45-60 min,4,None,3,2,3,2,Process-driven,"Challenge,Structure",3,24.1,7-24,General Fitness
U000370,18,Female,158,45,Intermediate,58,5,Push/Pull/Legs,Strength,60-75 min,3,Push/Pull/Legs,"Cardio,Bodyweight exercises",At Home,45-60 min,2,None,3,3,3,3,Competition,Challenge,4,18.0,25-60,Strength
U000371,61,Female,173,88,Intermediate,59,3,Push/Pull/Legs,"Strength,Athletic Performance",45-60 min,4,Body Part Split,"Free weights,Olympic lifts",At Home,45-60 min,5,Wrist/elbow issues,3,3,2,5,Results-driven,"Challenge,Achievement",3,29.4,25-60,Strength
U000372,40,Male,177,96,Beginner,6,1,Push/Pull/Legs,General Fitness,30-45 min,6,Body Part Split,"Olympic lifts,Bodyweight exercises,Machine-based exercises",At Home,≤30 min,1,Hip issues,3,4,3,5,Results-driven,Variety,3,30.6,0-6,General Fitness
U000373,18,Male,196,72,Novice,6,3,Push/Pull/Legs,"Athletic Performance,Weight Loss",45-60 min,3,Full Body,"Machine-based exercises,Isolation exercises",Full Gym,45-60 min,4,None,2,2,4,3,Competition,Structure,2,18.7,0-6,Athletic Performance
U000374,30,Male,168,102,Novice,13,1,Sports-specific,Hypertrophy,60-75 min,4,Push/Pull/Legs,"Isolation exercises,Olympic lifts",At Home,60-90 min,2,None,4,5,2,5,Results-driven,Challenge,4,36.1,7-24,Hypertrophy
U000375,31,Male,172,83,Novice,19,4,Push/Pull/Legs,Hypertrophy,60-75 min,3,Push/Pull/Legs,"Cardio,Compound movements,Olympic lifts",At Home,60-90 min,4,Shoulder issues,1,3,4,2,Process-driven,"Challenge,Social",2,28.1,7-24,Hypertrophy
U000376,29,Non-binary,191,76,Beginner,3,3,Full Body,Weight Loss,45-60 min,2,Full Body,"Isolation exercises,Bodyweight exercises",Full Gym,45-60 min,5,None,3,3,2,4,Results-driven,Structure,1,20.8,0-6,Weight Loss
U000377,56,Male,179,93,Beginner,6,1,Push/Pull/Legs,General Fitness,30-45 min,3,Full Body,"Bodyweight exercises,Free weights",Dumbbell Only,45-60 min,5,Knee issues,3,2,4,2,Results-driven,Achievement,5,29.0,0-6,General Fitness
U000378,28,Female,163,46,Novice,13,3,Full Body,"Strength,General Fitness",45-60 min,4,Upper/Lower,"Compound movements,Machine-based exercises",Dumbbell Only,60-90 min,3,None,3,3,4,2,Competition,Challenge,3,17.3,7-24,Strength
U000379,28,Male,200,85,Beginner,5,4,Full Body,Weight Loss,60-75 min,2,Full Body,"Machine-based exercises,Free weights,Olympic lifts",At Home,60-90 min,3,Ankle issues,5,5,2,4,Results-driven,Challenge,1,21.2,0-6,Weight Loss
U000380,36,Male,174,105,Intermediate,49,3,Full Body,"Hypertrophy,Athletic Performance",45-60 min,3,Body Part Split,Olympic lifts,Full Gym,45-60 min,4,None,2,3,4,3,Process-driven,Variety,4,34.7,25-60,Hypertrophy
U000381,28,Male,197,78,Beginner,1,4,None/Minimal,"Athletic Performance,Hypertrophy",45-60 min,2,Full Body,"Free weights,Compound movements,Machine-based exercises",At Home,60-90 min,5,None,4,4,1,5,Process-driven,Structure,2,20.1,0-6,Athletic Performance
U000382,44,Male,192,74,Novice,17,2,Full Body,Weight Loss,45-60 min,3,Upper/Lower,"Cardio,Olympic lifts",At Home,30-45 min,1,None,4,4,2,5,Competition,Challenge,3,20.1,7-24,Weight Loss
U000383,54,Male,183,60,Intermediate,44,4,Full Body,"Strength,Hypertrophy",30-45 min,6,Body Part Split,"Compound movements,Machine-based exercises,Olympic lifts",Dumbbell Only,≤30 min,5,Knee issues,4,2,2,3,Social,Challenge,3,17.9,25-60,Strength
U000384,64,Female,179,82,Beginner,0,2,None/Minimal,Weight Loss,30-45 min,2,Full Body,"Bodyweight exercises,Isolation exercises,Olympic lifts",At Home,≤30 min,3,Wrist/elbow issues,5,5,2,5,Social,Achievement,2,25.6,,Weight Loss
U000385,21,Female,174,56,Novice,17,3,None/Minimal,"Weight Loss,Strength",30-45 min,4,Upper/Lower,"Machine-based exercises,Bodyweight exercises",At Home,≤30 min,1,Shoulder issues,4,3,3,4,Competition,Variety,2,18.5,7-24,Weight Loss
U000386,63,Male,174,91,Novice,5,5,Push/Pull/Legs,Hypertrophy,75-90 min,3,Upper/Lower,"Compound movements,Free weights",At Home,60-90 min,5,Back issues,5,5,1,4,Results-driven,Structure,3,30.1,0-6,Hypertrophy
U000387,40,Non-binary,179,57,Advanced,37,1,Body Part Split,Strength,60-75 min,5,Body Part Split,Bodyweight exercises,Garage Gym,60-90 min,2,Knee issues,3,3,2,3,Competition,"Structure,Achievement",2,17.8,25-60,Strength
U000388,28,Female,183,51,Novice,4,4,Body Part Split,Weight Loss,60-75 min,3,Upper/Lower,Bodyweight exercises,Full Gym,60-90 min,5,None,4,4,1,5,Process-driven,"Structure,Social",3,15.2,0-6,Weight Loss
U000389,32,Female,173,72,Intermediate,39,5,Body Part Split,Endurance,30-45 min,4,Full Body,"Bodyweight exercises,Cardio",Dumbbell Only,30-45 min,1,None,2,2,3,1,Competition,"Challenge,Variety",3,24.1,25-60,Endurance
U000390,65,Male,197,108,Novice,15,4,Push/Pull/Legs,Weight Loss,45-60 min,3,Upper/Lower,"Olympic lifts,Bodyweight exercises,Compound movements",At Home,45-60 min,4,None,3,3,3,4,Social,Social,5,27.8,7-24,Weight Loss
U000391,37,Female,164,82,Beginner,4,3,Full Body,Strength,45-60 min,4,No preference,"Compound movements,Machine-based exercises,Free weights",Dumbbell Only,45-60 min,4,Knee issues,1,2,4,2,Results-driven,Variety,1,30.5,0-6,Strength
U000392,53,Male,167,89,Beginner,2,3,Full Body,Weight Loss,45-60 min,2,Upper/Lower,"Bodyweight exercises,Olympic lifts,Isolation exercises",Dumbbell Only,60-90 min,4,None,4,5,1,5,Process-driven,Structure,5,31.9,0-6,Weight Loss
U000393,40,Male,185,63,Intermediate,58,3,Cardio-focused,General Fitness,75-90 min,6,Upper/Lower,"Olympic lifts,Isolation exercises",Dumbbell Only,60-90 min,4,None,5,4,2,4,Process-driven,"Achievement,Challenge",3,18.4,25-60,General Fitness
U000394,30,Female,169,52,Novice,23,2,Push/Pull/Legs,Weight Loss,45-60 min,3,Body Part Split,"Cardio,Machine-based exercises",Full Gym,45-60 min,4,Hip issues,3,2,4,2,Social,"Structure,Variety",2,18.2,7-24,Weight Loss
U000395,62,Male,183,85,Beginner,4,1,None/Minimal,"General Fitness,Weight Loss",30-45 min,2,Push/Pull/Legs,"Machine-based exercises,Compound movements,Bodyweight exercises",At Home,30-45 min,2,None,4,4,5,2,Process-driven,Challenge,2,25.4,0-6,General Fitness
U000396,34,Female,163,66,Intermediate,54,2,Full Body,"Athletic Performance,Strength",60-75 min,3,Full Body,Olympic lifts,Full Gym,45-60 min,2,None,1,1,4,1,Social,Achievement,4,24.8,25-60,Athletic Performance
U000397,61,Male,174,90,Intermediate,35,3,Body Part Split,Weight Loss,60-75 min,6,Upper/Lower,"Compound movements,Olympic lifts",At Home,45-60 min,5,None,1,3,4,2,Competition,Social,2,29.7,25-60,Weight Loss
U000398,60,Female,166,75,Beginner,6,2,None/Minimal,General Fitness,30-45 min,3,Push/Pull/Legs,"Machine-based exercises,Compound movements",Full Gym,30-45 min,3,None,3,1,5,3,Results-driven,"Achievement,Structure",1,27.2,0-6,General Fitness
U000399,25,Female,168,60,Beginner,0,3,None/Minimal,"Hypertrophy,Athletic Performance",30-45 min,2,Full Body,Machine-based exercises,At Home,45-60 min,2,Shoulder issues,2,3,4,2,Process-driven,Structure,2,21.3,,Hypertrophy
U000400,51,Non-binary,156,100,Beginner,4,4,Full Body,Weight Loss,30-45 min,2,No preference,"Isolation exercises,Free weights",Full Gym,45-60 min,3,None,3,3,4,2,Competition,Structure,2,41.1,0-6,Weight Loss
U000401,49,Female,173,63,Novice,3,2,Full Body,"Weight Loss,Athletic Performance",30-45 min,3,Upper/Lower,"Machine-based exercises,Compound movements",Dumbbell Only,30-45 min,5,None,2,3,3,2,Results-driven,Structure,5,21.0,0-6,Weight Loss
U000402,18,Male,191,66,Beginner,1,2,None/Minimal,Strength,60-75 min,3,Full Body,"Cardio,Isolation exercises",At Home,45-60 min,5,None,2,2,4,2,Social,Social,1,18.1,0-6,Strength
U000403,39,Male,170,63,Beginner,6,4,None/Minimal,Hypertrophy,45-60 min,2,Upper/Lower,"Cardio,Bodyweight exercises,Olympic lifts",Dumbbell Only,30-45 min,1,Wrist/elbow issues,2,2,5,3,Results-driven,Social,1,21.8,0-6,Hypertrophy
U000404,39,Female,175,71,Novice,22,2,Push/Pull/Legs,General Fitness,45-60 min,2,Upper/Lower,Isolation exercises,Full Gym,45-60 min,2,None,5,4,2,5,Process-driven,Social,5,23.2,7-24,General Fitness
U000405,36,Male,174,109,Beginner,5,2,None/Minimal,General Fitness,30-45 min,2,Full Body,Cardio,Full Gym,45-60 min,2,Knee issues,4,1,3,3,Social,"Challenge,Social",4,36.0,0-6,General Fitness
U000406,40,Female,168,68,Novice,22,4,Upper/Lower,"Weight Loss,Hypertrophy",30-45 min,3,Upper/Lower,"Cardio,Olympic lifts",Full Gym,30-45 min,4,None,3,2,3,3,Social,"Structure,Challenge",2,24.1,7-24,Weight Loss
U000407,32,Non-binary,177,87,Advanced,88,2,CrossFit/Functional Fitness,Strength,60-75 min,5,Body Part Split,"Olympic lifts,Machine-based exercises",Full Gym,45-60 min,5,Back issues,3,3,2,3,Process-driven,Achievement,4,27.8,61-120,Strength
U000408,61,Female,163,71,Intermediate,25,2,Upper/Lower,"Weight Loss,General Fitness",90+ min,4,Push/Pull/Legs,"Compound movements,Cardio",Garage Gym,90+ min,3,None,3,2,3,2,Results-driven,"Social,Variety",3,26.7,25-60,Weight Loss
U000409,54,Female,159,62,Advanced,55,4,None/Minimal,Strength,45-60 min,4,Push/Pull/Legs,"Isolation exercises,Free weights",Full Gym,45-60 min,2,None,4,3,3,3,Social,Achievement,4,24.5,25-60,Strength
U000410,43,Female,152,66,Beginner,3,3,None/Minimal,Weight Loss,30-45 min,2,Full Body,"Machine-based exercises,Cardio,Olympic lifts",At Home,30-45 min,5,None,5,4,2,3,Competition,"Variety,Achievement",2,28.6,0-6,Weight Loss
U000411,32,Male,178,62,Beginner,3,2,None/Minimal,Hypertrophy,30-45 min,2,No preference,"Machine-based exercises,Isolation exercises,Cardio",Dumbbell Only,45-60 min,5,Knee issues,5,4,2,4,Social,Challenge,2,19.6,0-6,Hypertrophy
U000412,31,Female,172,79,Advanced,106,2,Upper/Lower,Strength,30-45 min,4,Push/Pull/Legs,"Compound movements,Olympic lifts,Bodyweight exercises",Dumbbell Only,30-45 min,4,Ankle issues,1,1,5,2,Results-driven,Structure,2,26.7,61-120,Strength
U000413,54,Male,174,109,Novice,8,2,Cardio-focused,Hypertrophy,45-60 min,3,Full Body,"Compound movements,Machine-based exercises",Dumbbell Only,45-60 min,3,Shoulder issues,4,3,1,4,Results-driven,Challenge,3,36.0,7-24,Hypertrophy
U000414,46,Male,167,87,Advanced,82,4,Push/Pull/Legs,Hypertrophy,75-90 min,3,Push/Pull/Legs,"Isolation exercises,Free weights,Machine-based exercises",Dumbbell Only,60-90 min,1,None,5,4,1,4,Process-driven,"Achievement,Social",3,31.2,61-120,Hypertrophy
U000415,29,Male,198,100,Novice,4,3,Push/Pull/Legs,Strength,60-75 min,2,Upper/Lower,"Compound movements,Free weights",At Home,60-90 min,2,Back issues,2,2,4,4,Results-driven,Variety,3,25.5,0-6,Strength
U000416,57,Male,180,76,Beginner,6,3,None/Minimal,Hypertrophy,30-45 min,2,Full Body,"Olympic lifts,Free weights",At Home,≤30 min,4,None,2,2,3,2,Competition,Variety,2,23.5,0-6,Hypertrophy
U000417,30,Female,162,70,Novice,22,3,Sports-specific,"Weight Loss,Athletic Performance",60-75 min,3,No preference,"Olympic lifts,Free weights,Machine-based exercises",Full Gym,60-90 min,2,None,2,2,5,3,Competition,Variety,2,26.7,7-24,Weight Loss
U000418,38,Male,168,60,Novice,21,2,Upper/Lower,"Weight Loss,Strength",30-45 min,4,No preference,"Cardio,Machine-based exercises",At Home,45-60 min,5,None,5,4,3,4,Competition,"Challenge,Achievement",2,21.3,7-24,Weight Loss
U000419,26,Male,173,67,Advanced,102,4,Push/Pull/Legs,Hypertrophy,75-90 min,5,Body Part Split,"Free weights,Isolation exercises,Olympic lifts",Full Gym,60-90 min,3,None,4,5,3,5,Process-driven,Challenge,5,22.4,61-120,Hypertrophy
U000420,40,Non-binary,183,76,Intermediate,45,2,Body Part Split,Hypertrophy,45-60 min,4,Upper/Lower,"Cardio,Compound movements",At Home,60-90 min,5,Back issues,5,5,2,4,Competition,"Structure,Variety",3,22.7,25-60,Hypertrophy
U000421,51,Female,182,65,Novice,6,1,Full Body,"Weight Loss,Endurance",45-60 min,4,Upper/Lower,"Compound movements,Bodyweight exercises",Garage Gym,45-60 min,2,None,3,2,4,2,Results-driven,Social,3,19.6,0-6,Weight Loss
U000422,47,Female,184,62,Intermediate,38,3,None/Minimal,"Weight Loss,Hypertrophy",60-75 min,5,Upper/Lower,"Isolation exercises,Free weights,Compound movements",At Home,60-90 min,3,None,4,3,3,5,Process-driven,Achievement,4,18.3,25-60,Weight Loss
U000423,28,Female,174,83,Beginner,0,1,None/Minimal,Weight Loss,60-75 min,3,Full Body,"Cardio,Free weights",At Home,45-60 min,3,Ankle issues,4,5,1,5,Process-driven,Variety,1,27.4,,Weight Loss
U000424,58,Male,168,91,Beginner,4,2,CrossFit/Functional Fitness,Hypertrophy,30-45 min,4,Full Body,Free weights,Full Gym,45-60 min,4,None,2,2,4,3,Process-driven,"Achievement,Variety",2,32.2,0-6,Hypertrophy
U000425,42,Male,194,64,Intermediate,54,4,CrossFit/Functional Fitness,Hypertrophy,75-90 min,3,Body Part Split,"Isolation exercises,Compound movements",Full Gym,60-90 min,5,None,3,2,4,3,Competition,Achievement,4,17.0,25-60,Hypertrophy
U000426,43,Female,156,61,Beginner,3,4,None/Minimal,"Athletic Performance,Weight Loss",45-60 min,3,Push/Pull/Legs,"Free weights,Cardio",Dumbbell Only,60-90 min,2,None,3,2,4,3,Results-driven,Achievement,1,25.1,0-6,Athletic Performance
U000427,55,Female,182,59,Intermediate,32,4,Upper/Lower,Weight Loss,75-90 min,3,Full Body,"Isolation exercises,Olympic lifts",At Home,60-90 min,1,None,4,3,3,4,Competition,"Social,Achievement",5,17.8,25-60,Weight Loss
U000428,64,Female,169,60,Novice,7,3,Full Body,Weight Loss,45-60 min,2,Upper/Lower,"Cardio,Machine-based exercises",At Home,45-60 min,4,None,4,5,2,4,Social,Variety,3,21.0,7-24,Weight Loss
U000429,61,Male,187,68,Intermediate,19,4,Other,"General Fitness,Hypertrophy",90+ min,4,Upper/Lower,"Machine-based exercises,Cardio,Bodyweight exercises",Full Gym,90+ min,2,None,1,3,4,1,Social,Social,5,19.4,7-24,General Fitness
U000430,22,Male,179,74,Advanced,104,5,Push/Pull/Legs,Athletic Performance,60-75 min,6,No preference,"Free weights,Cardio",At Home,45-60 min,3,Knee issues,2,2,5,2,Competition,Challenge,4,23.1,61-120,Athletic Performance
U000431,54,Female,163,68,Advanced,81,5,CrossFit/Functional Fitness,"Strength,General Fitness",45-60 min,5,Upper/Lower,"Isolation exercises,Olympic lifts",At Home,45-60 min,4,None,3,5,3,3,Process-driven,Social,5,25.6,61-120,Strength
U000432,50,Female,183,61,Beginner,1,2,None/Minimal,General Fitness,30-45 min,3,Body Part Split,"Cardio,Bodyweight exercises,Isolation exercises",Dumbbell Only,30-45 min,3,None,2,2,3,4,Results-driven,"Structure,Social",2,18.2,0-6,General Fitness
U000433,27,Female,174,64,Advanced,50,5,Sports-specific,General Fitness,75-90 min,6,Full Body,"Free weights,Bodyweight exercises,Olympic lifts",At Home,60-90 min,2,None,4,4,3,4,Competition,Variety,3,21.1,25-60,General Fitness
U000434,26,Female,165,72,Beginner,6,1,None/Minimal,Strength,30-45 min,2,Full Body,"Olympic lifts,Machine-based exercises",Full Gym,45-60 min,3,None,2,3,4,2,Social,Social,2,26.4,0-6,Strength
U000435,58,Female,182,84,Intermediate,47,3,Upper/Lower,Hypertrophy,75-90 min,4,Push/Pull/Legs,"Cardio,Compound movements,Bodyweight exercises",Full Gym,60-90 min,1,None,2,1,4,1,Process-driven,"Variety,Challenge",4,25.4,25-60,Hypertrophy
U000436,55,Male,184,73,Novice,19,3,Push/Pull/Legs,"Athletic Performance,Weight Loss",45-60 min,2,No preference,Bodyweight exercises,Full Gym,45-60 min,3,Ankle issues,3,2,3,2,Competition,Social,2,21.6,7-24,Athletic Performance
U000437,38,Female,180,66,Beginner,0,3,Full Body,Endurance,45-60 min,2,Push/Pull/Legs,Machine-based exercises,Full Gym,45-60 min,1,None,3,4,2,5,Social,"Structure,Challenge",4,20.4,,Endurance
U000438,50,Female,168,65,Beginner,0,2,None/Minimal,General Fitness,30-45 min,3,Push/Pull/Legs,"Free weights,Isolation exercises,Machine-based exercises",At Home,30-45 min,2,Back issues,3,4,4,2,Results-driven,Social,3,23.0,,General Fitness
